0	91.4813907
1	80.3341652
2	80.8310278
3	78.144847
4	78.323623
5	71.8554659
6	76.1421049
7	69.7351874
8	57.4003669
9	57.1104515
10	55.0647277
11	60.1956628
12	52.8196159
13	46.1661906
14	43.9376701
15	45.5451417
16	42.2114287
17	40.0967486
18	33.3152984
19	33.2263945
20	32.6696944
21	32.7343206
22	29.1480044
23	26.1429432
24	24.1713086
25	24.169486
26	23.1494837
27	21.5306395
28	20.830591
29	19.8987333
30	18.7972275
31	18.5812656
32	18.5780503
33	18.175829
34	18.1430657
35	18.3074585
36	18.0783683
37	18.0472819
38	18.0142642
39	17.6802714
40	17.7290242
41	17.7591665
42	17.4521319
43	17.4043662
44	17.4020369
45	17.4156264
46	17.400683
47	17.3386251
48	17.1665764
49	17.138022
50	17.138022
51	17.138022
52	17.1424515
53	17.1424515
54	17.1424515
55	17.1424515
56	17.1424515
57	17.1706165
58	17.1706165
59	17.1424515
60	17.138022
61	17.138022
62	17.138022
63	17.138022
64	17.1382759
65	17.1382759
66	17.1382759
67	17.1382759
68	17.1382759
69	17.1408988
70	17.099481
71	17.099481
72	17.099481
73	17.099227
74	16.9624239
75	16.9624239
76	16.9624239
77	16.9624239
78	16.9624239
79	16.9624239
80	16.9624239
81	16.9626779
82	16.9626779
83	16.9626779
84	16.9626779
85	16.9626779
86	16.9626779
87	16.9624239
88	16.9624239
89	16.9624239
90	16.9624239
91	16.9624239
92	16.9624239
93	16.9624239
94	16.9624239
95	16.9626779
96	16.9624239
97	16.9624239
98	16.9624239
99	16.9624239
