0.5	0.02	0.89197812	0.00609443641
0.6	0.02	0.66919598	0.0061574943
0.7	0.02	0.44875406	0.0040425067
0.8	0.02	0.2922827	0.00298461284
0.9	0.02	0.20061024	0.00199674452
1	0.02	0.14686576	0.00155325352
1.1	0.02	0.11093586	0.00129150072
1.2	0.02	0.0878466	0.000931353945
1.3	0.02	0.07122304	0.000820993748
1.4	0.02	0.05856108	0.000684813219
1.5	0.02	0.05121334	0.000518147775
1.6	0.02	0.04420944	0.000494730905
1.7	0.02	0.03872944	0.000449074825
1.8	0.02	0.03411666	0.000439533685
1.9	0.02	0.0304823	0.000427281757
2	0.02	0.02740514	0.000363350182
