0.5	0	0.321934655	0.00306837793
0.6	0	0.420510616	0.00176088885
0.7	0	0.430261409	0.00141149739
0.8	0	0.438717586	0.00111480535
0.9	0	0.436685236	0.000943503576
1	0	0.421285577	0.00076179874
1.1	0	0.397843376	0.000626432869
1.2	0	0.370827462	0.000531991928
1.3	0	0.345325235	0.000476343309
1.4	0	0.317911358	0.000384898223
1.5	0	0.293276217	0.000386572463
1.6	0	0.27030318	0.000326226542
1.7	0	0.249011766	0.000296649745
1.8	0	0.229760728	0.000252072703
1.9	0	0.212168059	0.000226266166
2	0	0.196360627	0.000191496974
