0.5	0	-0.97361076	0.000471284609
0.6	0	-0.93526896	0.000433969542
0.7	0	-0.89172744	0.000311747772
0.8	0	-0.848321	0.000253482749
0.9	0	-0.80431308	0.000225989385
1	0	-0.76163892	0.000193527777
1.1	0	-0.72036768	0.00017067945
1.2	0	-0.68203976	0.000171323179
1.3	0	-0.64643264	0.000162661311
1.4	0	-0.61325808	0.000144364874
1.5	0	-0.5826144	0.000142295299
1.6	0	-0.55456716	0.000144315015
1.7	0	-0.52864852	0.000144300598
1.8	0	-0.5045276	0.000136875064
1.9	0	-0.48255932	0.000125171496
2	0	-0.46214704	0.000135016486
