0.5	0	-0.97453576	0.000342076052
0.6	0	-0.93543464	0.000340560207
0.7	0	-0.8923762	0.000261402577
0.8	0	-0.8484864	0.000214875651
0.9	0	-0.8046514	0.000202934089
1	0	-0.76170072	0.000169670487
1.1	0	-0.72058332	0.000143951945
1.2	0	-0.682197	0.000150384057
1.3	0	-0.64639772	0.000147150006
1.4	0	-0.61324568	0.000134482601
1.5	0	-0.5827994	0.000122490841
1.6	0	-0.55472188	0.000131655757
1.7	0	-0.52862888	0.000131270271
1.8	0	-0.50489864	0.000124533884
1.9	0	-0.48277896	0.000109460587
2	0	-0.46219768	0.000116757
