0.5	0	0.326491315	0.00391699642
0.6	0	0.422296354	0.00205956855
0.7	0	0.430742471	0.00164505047
0.8	0	0.439118989	0.00137326784
0.9	0	0.435448241	0.00104182434
1	0	0.420380287	0.000768526198
1.1	0	0.397569195	0.000690715544
1.2	0	0.371187703	0.000544634579
1.3	0	0.344233982	0.000498998633
1.4	0	0.318602711	0.000443836589
1.5	0	0.293078367	0.000380875577
1.6	0	0.270229666	0.000341837377
1.7	0	0.249311532	0.000290830894
1.8	0	0.229782227	0.000263436992
1.9	0	0.212429733	0.000239710676
2	0	0.196509524	0.000206085419
