1	42.3502045	0
2	23.4182654	13.3869026
3	17.1576515	10.2848776
4	14.184474	8.13205759
5	12.3716762	6.70465654
6	11.0963024	5.70722699
7	10.2026806	4.96137603
8	9.63500913	4.37355941
9	9.11585692	3.91829954
10	8.66605221	3.55219363
11	8.35683782	3.24269739
12	8.04848131	2.98709784
13	7.824429	2.76571103
14	7.60227214	2.57706721
15	7.42011891	2.41169165
16	7.3334004	2.26251948
17	7.21184421	2.13269296
18	7.08703112	2.01785898
19	6.98729394	1.91411915
20	6.89004271	1.82088206
21	6.79687939	1.73655505
22	6.73540939	1.65870832
23	6.64900656	1.58883935
24	6.57344542	1.5244334
25	6.50669101	1.46491691
26	6.4398241	1.41009922
27	6.38425425	1.35896784
28	6.3339088	1.31136551
29	6.27897627	1.26729604
30	6.24014394	1.22564764
31	6.25516744	1.18620269
32	6.20996346	1.14999485
33	6.17972717	1.11554395
34	6.15566843	1.08299324
35	6.12552242	1.05247006
36	6.07557323	1.02441936
37	6.06338084	0.996804907
38	6.03657126	0.970933661
39	6.00049533	0.946707906
40	5.98778344	0.923125548
41	5.95172934	0.90131409
42	5.92904795	0.880139571
43	5.89811181	0.860214726
44	5.88703504	0.840735705
45	5.86407531	0.822366134
46	5.84365985	0.804741979
47	5.8352327	0.787663932
48	5.81317938	0.771562934
49	5.79105296	0.756133949
50	5.76567177	0.741437134
51	5.74821097	0.727104722
52	5.73204767	0.713301569
53	5.71209026	0.700122186
54	5.69880479	0.687283001
55	5.68472831	0.674931084
56	5.66831853	0.663078201
57	5.66010679	0.651496096
58	5.63734114	0.640661039
59	5.61837061	0.630083182
60	5.61162304	0.619617924
61	5.59486424	0.609686849
62	5.58339526	0.599961053
63	5.56819937	0.590630272
64	5.55906481	0.581472307
65	5.54834546	0.572625375
66	5.54764352	0.563949663
67	5.53699757	0.555632979
68	5.52659657	0.547559246
69	5.51637124	0.539719073
70	5.51417712	0.53201326
71	5.50192626	0.524661149
72	5.51398954	0.517512852
73	5.51221546	0.510426676
74	5.49659207	0.503768066
75	5.48624382	0.497157432
76	5.48503679	0.490617352
77	5.48090234	0.484263118
78	5.47316194	0.478116474
79	5.47089338	0.472069748
80	5.46223052	0.466248355
81	5.45467244	0.460553458
82	5.44798962	0.454985435
83	5.44088692	0.449559119
84	5.43487056	0.444247481
85	5.43188987	0.439031039
86	5.4328297	0.433927033
87	5.42753413	0.428971678
88	5.42035519	0.424157066
89	5.41396403	0.419439404
90	5.41235919	0.414782037
91	5.40554602	0.410279945
92	5.39936565	0.405866927
93	5.39564742	0.401519798
94	5.39012657	0.397286265
95	5.38685665	0.393117761
96	5.38223552	0.389049944
97	5.37796687	0.385062537
98	5.37159287	0.381186078
99	5.36958224	0.377341017
100	5.36522077	0.373592812
101	5.36169211	0.369910537
102	5.35511935	0.366342352
103	5.35225697	0.362796813
104	5.34788827	0.359334684
105	5.34570871	0.355919059
106	5.34162782	0.352584727
107	5.33870654	0.349301644
108	5.33511931	0.346085789
109	5.3293445	0.342958866
110	5.32026967	0.339961099
111	5.30929434	0.337075504
112	5.30440033	0.334101427
113	5.30378772	0.331145339
114	5.3018954	0.328245962
115	5.29867336	0.325407463
116	5.29972386	0.322603922
117	5.29306417	0.319915356
118	5.28900377	0.317229975
119	5.28794955	0.314565929
120	5.28923005	0.311947152
121	5.28286663	0.309433974
122	5.27766087	0.306941416
123	5.27795169	0.304446095
124	5.27373842	0.302020037
125	5.2767565	0.299618956
126	5.27184507	0.29728128
127	5.26532494	0.295011975
128	5.25887008	0.292777802
129	5.25485826	0.290535691
130	5.2558319	0.288302433
131	5.25536466	0.28610203
132	5.25699591	0.28393924
133	5.25260284	0.281838341
134	5.24921554	0.279755425
135	5.25097036	0.277688666
136	5.25141485	0.275647193
137	5.25544342	0.273664607
138	5.25594662	0.271681993
139	5.25207699	0.269755003
140	5.24675406	0.267880693
141	5.24489799	0.26598726
142	5.24170225	0.264133308
143	5.24043785	0.262289248
