0 -0.769809 0.00340888
1 -0.76973 0.00344485
2 -0.769459 0.00342027
3 -0.769314 0.00321889
4 -0.770181 0.00330653
5 -0.770448 0.00343826
6 -0.769307 0.00368833
7 -0.770504 0.00337662
8 -0.770622 0.00347617
9 -0.771122 0.00384255
10 -0.771409 0.00422838
11 -0.772032 0.0039252
12 -0.772659 0.00361008
13 -0.772359 0.00345387
14 -0.773247 0.0035125
15 -0.773009 0.00328522
16 -0.773339 0.00271589
17 -0.773869 0.00285607
18 -0.774228 0.00278286
19 -0.774719 0.00273894
20 -0.775639 0.00274905
21 -0.775795 0.00280188
22 -0.775899 0.00301306
23 -0.775972 0.00312337
24 -0.775278 0.00303065
25 -0.774832 0.00263573
26 -0.776216 0.00216372
27 -0.776099 0.00227924
28 -0.775803 0.00245197
29 -0.774619 0.00246615
30 -0.773624 0.00259976
31 -0.774079 0.00272082
32 -0.773715 0.00275462
33 -0.774733 0.00277667
34 -0.775473 0.00271779
35 -0.775609 0.00275797
36 -0.77486 0.00262981
37 -0.774989 0.00293235
38 -0.775622 0.00300595
39 -0.775283 0.00307432
40 -0.775168 0.0031225
41 -0.776761 0.00303977
42 -0.777772 0.00280569
43 -0.77871 0.00260042
44 -0.778952 0.00276014
45 -0.778597 0.00247552
46 -0.778475 0.00249513
47 -0.780559 0.0022253
48 -0.780548 0.00240048
49 -0.780628 0.00229063
50 -0.7805 0.002131
51 -0.780422 0.00210851
52 -0.780292 0.0023083
53 -0.780502 0.00248334
54 -0.779312 0.0026506
55 -0.77947 0.00290663
56 -0.779489 0.00285719
57 -0.778902 0.00274558
58 -0.779017 0.00275402
59 -0.779345 0.00282337
60 -0.78007 0.00276718
61 -0.780203 0.00275405
62 -0.779862 0.00292704
63 -0.779328 0.00302246
64 -0.780133 0.00320609
65 -0.781028 0.00325006
66 -0.781507 0.00310182
67 -0.781848 0.00297054
68 -0.781009 0.00296259
69 -0.781679 0.00292124
70 -0.781127 0.00296438
71 -0.780696 0.00308854
72 -0.780957 0.00312238
73 -0.781127 0.00309265
74 -0.779712 0.00271456
75 -0.778811 0.00295509
76 -0.77868 0.00315942
77 -0.777388 0.00308615
78 -0.77768 0.00324291
79 -0.777144 0.00345695
80 -0.777642 0.00324514
81 -0.7777 0.00337492
82 -0.777074 0.00352334
83 -0.777015 0.00338383
84 -0.777695 0.00345612
85 -0.777599 0.00335632
86 -0.776669 0.00332244
87 -0.775768 0.00318854
88 -0.775881 0.00299669
89 -0.775277 0.00295683
90 -0.775018 0.00282769
91 -0.775308 0.003019
92 -0.774691 0.00297338
93 -0.774677 0.00294824
94 -0.775234 0.00287901
95 -0.775684 0.00276613
96 -0.776642 0.00274126
97 -0.777456 0.00269492
98 -0.777207 0.00264008
99 -0.777386 0.00258758
100 -0.778038 0.00285896
101 -0.77849 0.00286375
102 -0.778127 0.0027026
103 -0.777953 0.00265509
104 -0.777191 0.00284136
105 -0.776958 0.00278903
106 -0.776677 0.00300599
107 -0.776916 0.00291214
108 -0.775632 0.00276688
109 -0.77648 0.0028509
110 -0.777467 0.00282768
111 -0.776733 0.00293035
112 -0.777227 0.00282739
113 -0.777652 0.00294531
114 -0.777433 0.00304911
115 -0.777762 0.00296403
116 -0.777817 0.00287353
117 -0.778116 0.00291391
118 -0.77816 0.00276936
119 -0.778446 0.00285833
120 -0.77825 0.00273495
121 -0.778345 0.0026687
122 -0.776444 0.00281432
123 -0.776062 0.00293712
124 -0.776583 0.00309388
125 -0.7761 0.00316134
126 -0.775914 0.0031943
127 -0.775271 0.00314036
128 -0.775484 0.0031569
129 -0.776627 0.00281706
130 -0.777375 0.0026065
131 -0.777523 0.00256496
132 -0.777952 0.00251185
133 -0.777577 0.00260093
134 -0.777826 0.00253654
135 -0.777951 0.00269368
136 -0.779026 0.00295758
137 -0.779136 0.00296216
138 -0.779196 0.00303633
139 -0.779808 0.00291192
140 -0.781285 0.00305793
141 -0.781698 0.00287472
142 -0.781374 0.00307982
143 -0.782004 0.00293694
144 -0.782284 0.00298964
145 -0.781828 0.00298796
146 -0.78091 0.00319323
147 -0.781326 0.00331337
148 -0.780927 0.00315299
149 -0.781103 0.00329836
150 -0.780768 0.00319504
151 -0.77989 0.00318548
152 -0.780149 0.00298616
153 -0.780483 0.00307802
154 -0.779741 0.00310221
155 -0.778671 0.00276026
156 -0.778824 0.00271993
157 -0.778771 0.00267128
158 -0.777526 0.00259072
159 -0.777344 0.00252062
160 -0.777154 0.00242152
161 -0.776022 0.00249211
162 -0.776977 0.00265201
163 -0.777283 0.00279643
164 -0.77715 0.00267523
165 -0.776467 0.00279644
166 -0.776184 0.00277224
167 -0.776552 0.00275504
168 -0.776712 0.00303908
169 -0.77596 0.0029056
170 -0.775327 0.00282838
171 -0.775609 0.00285558
172 -0.776372 0.0029883
173 -0.774908 0.00275964
174 -0.774823 0.00285023
175 -0.774935 0.00279697
176 -0.775791 0.00297269
177 -0.775911 0.00283468
178 -0.776105 0.00293671
179 -0.776425 0.0029094
180 -0.777785 0.00276894
181 -0.77833 0.0026268
182 -0.778233 0.0024919
183 -0.778066 0.00241511
184 -0.778532 0.00235514
185 -0.778234 0.00211295
186 -0.778421 0.0021391
187 -0.777835 0.00215301
188 -0.778253 0.00213627
189 -0.778052 0.00206126
190 -0.777416 0.00211979
191 -0.778494 0.0020291
192 -0.778531 0.00212737
193 -0.77866 0.00232727
194 -0.779237 0.00237042
195 -0.780296 0.00252126
196 -0.781025 0.00257562
197 -0.780013 0.00259101
198 -0.780665 0.00269217
199 -0.780114 0.0026438
200 -0.780689 0.00273389
201 -0.781269 0.00269145
202 -0.780966 0.0025068
203 -0.781645 0.00252325
204 -0.780336 0.00272198
205 -0.779596 0.00250922
206 -0.780277 0.00254129
207 -0.779684 0.00284741
208 -0.779423 0.00298072
209 -0.780158 0.00295099
210 -0.779807 0.00312859
211 -0.778661 0.00311182
212 -0.778601 0.00298741
213 -0.778886 0.00303606
214 -0.779871 0.00299007
215 -0.779786 0.00266316
216 -0.780861 0.00281713
217 -0.779921 0.00256218
218 -0.781079 0.00250742
