0	26.7755028
1	27.9983464
2	25.4501519
3	24.6693383
4	23.2803466
5	24.7509321
6	22.0727929
7	19.6195688
8	20.35366
9	18.4661327
10	17.5897697
11	14.5782311
12	17.2265302
13	18.1823293
14	13.4049108
15	11.8490886
16	12.2311235
17	14.5028968
18	11.3281995
19	11.3642306
20	10.9807798
21	10.4197439
22	10.3702809
23	9.6436935
24	9.68992391
25	9.6631958
26	10.1880467
27	9.31547078
28	9.68747074
29	9.19068096
30	9.21651589
31	9.13208046
32	9.0685051
33	9.03132814
34	9.12031386
35	9.14045776
36	9.047794
37	9.047794
38	9.0638581
39	9.00126297
40	9.12148143
41	9.04032467
42	8.98479711
43	9.09549259
44	8.98479711
45	8.98479711
46	8.99598524
47	8.98479711
48	8.98479711
49	8.98479711
50	8.98479711
51	8.99598524
52	9.00126297
53	8.98479711
54	8.98479711
55	8.98479711
56	8.98479711
57	8.99598524
58	8.98479711
59	8.98479711
60	8.98479711
61	8.98479711
62	8.98479711
63	8.98479711
64	8.98479711
65	8.98479711
66	8.98479711
67	8.98479711
68	8.98479711
69	8.98479711
70	8.98479711
71	8.98479711
72	8.98479711
73	8.98479711
74	8.98479711
75	8.98479711
76	8.98479711
77	8.98479711
78	8.98479711
79	8.98479711
80	8.98479711
81	8.98479711
82	8.98479711
83	8.98479711
84	8.98479711
85	8.98479711
86	8.98479711
87	8.98479711
88	8.98479711
89	8.98479711
90	8.98479711
91	8.98479711
92	8.98479711
93	8.98479711
94	8.98479711
95	8.98479711
96	8.98479711
97	8.98479711
98	8.98479711
99	8.98479711
