0	25.4261931
1	24.4603813
2	23.654953
3	23.9056151
4	25.4331529
5	18.6455378
6	24.7436389
7	19.778494
8	20.39627
9	9.191575
10	15.3518182
11	16.2533599
12	13.1803016
13	10.9816335
14	7.27207394
15	7.24756808
16	10.0316743
17	7.79450874
18	7.83698401
19	6.85123282
20	6.87447481
21	6.83025822
22	7.01139633
23	7.04210075
24	6.87540297
25	6.77161408
26	6.73697376
27	6.44029674
28	6.25118362
29	6.32222669
30	6.55529071
31	6.25817765
32	6.37120944
33	6.25118362
34	6.26333568
35	6.30943067
36	6.31323906
37	6.28853764
38	6.25118362
39	6.25118362
40	6.28803913
41	6.27057147
42	6.24586802
43	6.23829128
44	6.26865128
45	6.24586802
46	6.23829128
47	6.25118362
48	6.23829128
49	6.24586802
50	6.23829128
51	6.25817765
52	6.24586802
53	6.23829128
54	6.23829128
55	6.23829128
56	6.24586802
57	6.23829128
58	6.23829128
59	6.23829128
60	6.23829128
61	6.23829128
62	6.23829128
63	6.23829128
64	6.23829128
65	6.23829128
66	6.23829128
67	6.23829128
68	6.23829128
69	6.23829128
70	6.23829128
71	6.23829128
72	6.23829128
73	6.23829128
74	6.23829128
75	6.23829128
76	6.23829128
77	6.23829128
78	6.23829128
79	6.23829128
80	6.23829128
81	6.23829128
82	6.23829128
83	6.23829128
84	6.23829128
85	6.23829128
86	6.23829128
87	6.23829128
88	6.23829128
89	6.23829128
90	6.23829128
91	6.23829128
92	6.23829128
93	6.23829128
94	6.23829128
95	6.23829128
96	6.23829128
97	6.23829128
98	6.23829128
99	6.23829128
